respondent_id,persona,age_group,gender,city_tier,monthly_hh_income,hh_type,products_used_shampoo,products_used_conditioner,products_used_body_wash,products_used_bar_soap,products_used_dishwash,products_used_laundry,products_used_floor_cleaner,products_used_toilet_cleaner,primary_channel,actual_spend_personal_care,actual_spend_mid,total_hh_spend_monthly,purchase_drivers_price,purchase_drivers_brand_trust,purchase_drivers_ingredients,purchase_drivers_eco_pkg,purchase_drivers_efficacy,purchase_drivers_fragrance,purchase_drivers_recommendation,purchase_drivers_availability,habit_strength,eco_concern_score,prior_eco_purchase,green_identity,lifestyle_exercise_yoga,lifestyle_track_waste,lifestyle_organic_food,lifestyle_eco_content,lifestyle_lifestyle_change,lifestyle_repair_reuse,greenwashing_skepticism,premium_willingness_pct,brand_switch_readiness,hard_water_waxy_hair,hard_water_poor_lather,hard_water_softener,hard_water_no_issue,trust_signal_lab_tests,trust_signal_certification,trust_signal_friend_rec,trust_signal_influencer_rec,trust_signal_free_sample,trust_signal_money_back,trust_signal_reviews,peer_eco_usage,discovery_channel,format_interest_shampoo_bar,format_interest_dishwash_block,format_interest_laundry_sheets,format_interest_body_bar,format_interest_surface_tablets,format_interest_conditioner_bar,format_interest_toilet_tablet,format_interest_none,barrier_efficacy_doubt,barrier_unfamiliar,barrier_price,barrier_availability,barrier_habit,barrier_humidity,barrier_no_concern,preferred_eco_channel,ayurveda_affinity,subscription_intent,bundle_pref_bathroom_kit,bundle_pref_kitchen_kit,bundle_pref_full_home,bundle_pref_trial_sampler,bundle_pref_gift_hamper,bundle_pref_no_bundle,eco_spend_willingness,max_price_shampoo_bar,max_price_laundry_sheets,pricing_model_pref,scenario_purchase_intent,overall_interest_score,interest_binary,interest_3class,actual_spend_mid_fill,aspiration_gap,lifestyle_score,format_interest_count,barrier_count,trust_signal_count,sdb_flag,is_outlier
R1710,Urban Renter,18-24,Female,Tier3,100-200k,Couple,1,1,1,0,1,1,1,1,Quick_commerce,701-1200,950.0,1438,0,0,1,0,1,1,0,0,lt6m,4,Yes_few,Occasional,0,1,1,1,0,0,1,11-20,4,0,0,0,1,0,0,1,0,1,1,0,No_circle,Article_news,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Nykaa,Neutral,No,0,1,0,0,0,0,706,100-150,150-250,Refill_system,Wishlist,4,1,Interested,950.0,-244.0,3,2,1,3,0,0
R1711,Mindful Parent,45-54,Female,Tier2,50-100k,Family_small,1,0,1,1,1,1,1,1,D2C,401-700,550.0,746,1,1,0,1,0,1,1,0,6m-2y,3,No_not_priority,Conscious_buyer,0,0,1,1,1,0,2,1-10,4,0,0,0,1,1,1,0,0,0,0,0,Friends_rec,Free_sample,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,Nykaa,Very_imp,Yes_if_discount,0,0,0,1,0,1,227,201-300,251-350,Single,Research_first,3,0,Neutral,550.0,-323.0,3,4,0,2,0,0
R1712,Eco Warrior,35-44,Male,Tier1,100-200k,Single,1,1,0,1,1,0,1,0,D2C,701-1200,950.0,2496,1,1,1,0,0,1,0,0,No_fixed,4,Yes_regularly,Core_identity,1,1,1,1,1,0,4,11-20,4,0,0,0,1,0,1,0,0,0,0,1,I_influence,Influencer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,Brand_website,Very_imp,Try_first,0,0,1,1,0,0,2054,151-200,gt500,Refill_system,Research_first,5,1,Interested,950.0,1104.0,5,6,0,2,0,0
R1713,Urban Renter,25-34,Female,Tier1,50-100k,Single,1,0,1,1,1,1,0,0,Amazon_Flipkart,401-700,550.0,881,1,0,1,1,0,0,1,1,lt6m,4,No_not_priority,Curious,0,1,0,1,0,0,4,1-10,4,0,0,1,1,0,0,0,1,1,0,0,Unsure,Influencer,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Supermarket,Very_imp,Yes_already,0,1,0,0,0,0,836,201-300,150-250,Monthly_sub,Unlikely,2,0,Not_Interested,550.0,286.0,2,2,2,2,0,0
R1714,Eco Skeptic,35-44,Male,Tier2,gt200k,Couple,0,0,1,1,1,1,0,0,Amazon_Flipkart,401-700,550.0,1857,1,1,0,0,1,1,1,0,gt5y,2,No_considered,Not_priority,0,0,1,0,0,0,5,1-10,3,0,0,0,1,1,1,0,0,1,1,0,Family_use,Friend_family,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,Supermarket,Neutral,Try_first,0,0,0,0,0,0,1850,201-300,251-350,Quarterly_bulk,Research_first,1,0,Not_Interested,550.0,1300.0,1,4,3,4,0,0
R1715,Eco Warrior,25-34,Female,Tier1,gt200k,Family_small,1,0,1,0,1,1,0,1,D2C,701-1200,950.0,2469,1,0,1,1,1,0,1,1,6m-2y,5,Yes_few,Core_identity,1,1,1,0,1,1,4,11-20,3,0,0,0,1,1,1,1,0,0,0,1,Family_use,Influencer,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,Amazon,Intl_std,Yes_already,0,0,1,1,1,0,3000,201-300,gt500,Monthly_sub,No,1,0,Interested,950.0,2050.0,5,4,0,4,0,1
R1716,Price Pragmatist,55+,Female,Tier2,25-50k,Family_large,1,0,1,1,1,1,1,1,Modern_trade,701-1200,950.0,279,1,0,1,1,1,0,0,0,gt5y,2,Yes_few,Occasional,1,0,0,1,1,0,2,1-10,1,0,0,0,1,0,0,0,0,1,1,0,No_circle,Article_news,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,Eco_store,Neutral,No,0,0,0,0,1,0,156,gt300,lt150,Single,Wishlist,2,0,Not_Interested,950.0,-794.0,3,2,3,2,0,0
R1717,Eco Warrior,25-34,Female,Metro,25-50k,Single,1,1,1,1,1,1,1,1,Amazon_Flipkart,lt200,150.0,947,1,1,1,0,0,0,0,0,lt6m,5,Yes_few,Occasional,0,0,0,1,1,0,5,gt30,5,0,0,0,1,0,0,0,0,0,0,0,I_influence,Article_news,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,Brand_website,Somewhat,Yes_already,0,1,1,0,0,0,700,201-300,251-350,Monthly_sub,Wishlist,5,1,Interested,150.0,550.0,2,5,1,0,1,1
R1718,Urban Renter,25-34,Female,Metro,50-100k,Couple,0,1,1,0,1,1,1,0,Modern_trade,401-700,550.0,557,1,1,0,1,0,0,1,0,2-5y,4,No_considered,Conscious_buyer,0,0,1,0,0,0,2,0,5,0,1,0,0,1,0,1,1,1,1,1,Unsure,Marketplace_browse,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,Brand_website,Very_imp,Yes_if_discount,1,0,0,1,0,0,867,151-200,gt500,Single,No,4,1,Interested,550.0,317.0,1,6,2,6,0,0
R1719,Price Pragmatist,45-54,Male,Tier3,25-50k,Family_large,0,0,0,1,1,1,1,1,Modern_trade,200-400,300.0,388,1,0,0,0,1,0,1,1,2-5y,3,No_not_priority,Occasional,1,0,1,0,0,0,4,21-30,3,0,0,0,1,0,0,1,0,0,0,1,Family_use,Friend_family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Brand_website,Not_imp,Yes_if_discount,0,0,0,0,0,0,354,100-150,lt150,Single,No,1,0,Not_Interested,300.0,54.0,2,1,0,2,0,0
R1720,Mindful Parent,45-54,Male,Tier2,25-50k,Family_small,1,0,1,1,1,1,1,0,Modern_trade,701-1200,950.0,435,1,0,1,1,1,1,1,1,6m-2y,4,No_considered,Occasional,1,1,1,1,0,0,4,1-10,4,0,0,0,1,0,1,0,0,1,0,1,Family_use,Article_news,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Amazon,Very_imp,Yes_if_discount,1,1,0,1,0,0,251,100-150,351-500,Quarterly_bulk,Wishlist,3,0,Neutral,950.0,-699.0,4,4,1,3,1,0
R1721,Mindful Parent,35-44,Female,Metro,50-100k,Family_small,1,1,0,1,1,1,0,1,D2C,701-1200,950.0,1316,1,1,1,0,1,1,1,1,6m-2y,5,No_considered,Occasional,1,0,1,0,0,0,3,1-10,3,0,1,0,0,0,0,1,0,0,0,1,Family_use,Influencer,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,Amazon,Neutral,Try_first,0,1,0,0,1,0,562,151-200,lt150,Single,Wishlist,5,1,Interested,950.0,-388.0,2,4,3,2,0,0
R1722,Mindful Parent,35-44,Female,Metro,100-200k,Couple,1,1,0,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,1141,0,0,1,1,0,0,0,0,2-5y,4,No_considered,Conscious_buyer,0,0,0,0,1,1,3,1-10,3,0,1,0,0,0,0,1,1,0,1,0,Family_use,Doctor_derm,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Amazon,Neutral,Try_first,0,0,0,1,1,0,432,100-150,251-350,Monthly_sub,Unlikely,3,0,Neutral,300.0,132.0,2,3,1,3,0,0
R1723,Mindful Parent,45-54,Male,Tier2,25-50k,Family_large,1,0,1,1,1,1,1,1,Modern_trade,701-1200,950.0,261,1,1,0,0,0,1,0,1,6m-2y,4,No_not_priority,Occasional,0,0,1,1,1,0,3,1-10,4,0,0,0,1,1,0,0,0,1,1,0,Friends_rec,Article_news,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,Eco_store,Neutral,Yes_already,0,1,1,0,0,0,463,151-200,150-250,Monthly_sub,Research_first,4,1,Interested,950.0,-487.0,3,5,1,3,0,0
R1724,Eco Warrior,25-34,Male,Tier1,gt200k,Family_small,0,0,1,0,1,1,1,0,Kirana,701-1200,950.0,2935,0,0,0,1,1,0,0,1,6m-2y,5,Yes_few,Occasional,1,1,1,1,1,1,4,21-30,3,0,0,0,1,0,1,0,0,0,0,1,Unsure,Marketplace_browse,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Amazon,Very_imp,Yes_already,0,1,1,0,0,0,1966,201-300,gt500,Monthly_sub,Unlikely,1,0,Interested,950.0,1016.0,6,4,0,2,0,1
R1725,Urban Renter,45-54,Male,Metro,50-100k,Couple,1,0,1,0,1,1,1,0,Pharmacy,gt1200,1400.0,908,1,1,1,1,0,1,1,1,6m-2y,5,Yes_regularly,Conscious_buyer,1,0,0,1,0,1,3,1-10,2,1,0,0,0,1,0,1,0,1,0,1,No_circle,Friend_family,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,Quick_comm,Very_imp,Try_first,1,0,0,1,0,0,962,151-200,lt150,Single,Order_now,5,1,Interested,1400.0,-438.0,3,4,3,4,1,0
R1726,Eco Warrior,18-24,Male,Tier1,50-100k,Joint,1,1,1,0,1,1,0,1,Amazon_Flipkart,lt200,150.0,1397,0,1,1,0,1,1,1,1,6m-2y,5,Yes_regularly,Core_identity,1,1,0,1,1,0,5,gt30,5,0,0,0,1,1,0,1,1,0,0,0,Friends_rec,Friend_family,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,Nykaa,Somewhat,Yes_already,1,0,1,1,0,0,1129,gt300,351-500,Monthly_sub,Wishlist,5,1,Interested,150.0,979.0,4,7,1,3,0,0
R1727,Eco Skeptic,35-44,Female,Metro,gt200k,Joint,1,1,0,1,1,0,1,1,Modern_trade,200-400,300.0,1675,0,1,1,0,1,1,1,0,2-5y,3,No_not_priority,Occasional,1,0,0,1,0,0,5,21-30,4,0,0,0,1,0,1,1,1,0,1,0,Friends_rec,Free_sample,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,Supermarket,Somewhat,Try_first,0,0,0,1,0,0,1413,lt100,251-350,Single,Unlikely,1,0,Not_Interested,300.0,1113.0,2,2,4,4,0,0
R1728,Price Pragmatist,18-24,Male,Tier1,50-100k,Family_large,1,0,0,1,1,1,1,1,Kirana,401-700,550.0,548,1,0,0,1,1,1,1,1,2-5y,1,No_not_priority,Occasional,0,0,0,0,0,0,3,1-10,1,1,0,0,0,1,0,0,1,1,1,1,No_circle,Marketplace_browse,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Nykaa,Very_imp,Yes_if_discount,1,1,1,1,0,1,439,201-300,150-250,Monthly_sub,Unlikely,1,0,Not_Interested,550.0,-111.0,0,2,2,5,0,0
R1729,Price Pragmatist,45-54,Male,Tier3,25-50k,Joint,1,1,1,0,1,1,1,1,Pharmacy,701-1200,950.0,429,0,0,1,0,1,0,1,0,No_fixed,4,No_considered,Conscious_buyer,1,0,0,0,0,0,3,1-10,2,0,0,0,1,1,0,1,1,0,0,0,No_circle,Friend_family,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Eco_store,Not_imp,Try_first,0,0,0,0,0,0,2670,lt100,lt150,Refill_system,Order_now,3,0,Not_Interested,950.0,1720.0,1,1,2,3,0,1
R1730,Urban Renter,35-44,Male,Tier2,25-50k,Couple,1,0,1,1,0,1,0,0,Amazon_Flipkart,200-400,300.0,525,0,0,0,1,0,0,1,0,6m-2y,5,Yes_few,Occasional,0,0,1,1,0,1,4,11-20,2,0,0,0,1,1,1,0,0,0,0,0,Friends_rec,Friend_family,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Quick_comm,Very_imp,Yes_if_discount,1,0,0,1,0,1,380,201-300,251-350,Single,Order_now,4,1,Interested,300.0,80.0,3,2,2,2,0,0
R1731,Mindful Parent,45-54,Male,Metro,50-100k,Single,1,1,0,1,1,0,1,1,Kirana,200-400,300.0,1420,1,0,1,0,1,1,0,0,gt5y,5,Yes_few,Occasional,1,1,1,0,0,0,3,11-20,4,1,0,0,0,0,0,0,1,0,1,1,Unsure,Free_sample,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,Amazon,Very_imp,Yes_if_discount,1,0,1,1,0,0,996,151-200,150-250,Single,Research_first,2,0,Not_Interested,300.0,696.0,3,2,2,3,1,0
R1732,Urban Renter,18-24,Female,Metro,,Family_large,1,1,1,1,0,0,1,0,Modern_trade,200-400,300.0,906,1,0,0,0,0,0,0,1,lt6m,5,Yes_regularly,Occasional,0,0,0,1,0,0,3,0,3,0,0,0,1,0,1,1,0,1,1,0,Friends_rec,Friend_family,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Brand_website,Intl_std,Try_first,0,0,0,0,0,1,851,100-150,gt500,Monthly_sub,Research_first,5,1,Interested,300.0,551.0,1,2,1,4,0,0
R1733,Urban Renter,18-24,Female,Metro,50-100k,Family_large,0,1,1,0,1,0,0,0,Amazon_Flipkart,401-700,550.0,835,1,0,1,1,1,1,1,0,6m-2y,5,No_not_priority,Curious,1,1,0,0,1,0,1,1-10,4,1,0,0,0,0,0,0,0,1,0,0,Family_use,Marketplace_browse,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,Quick_comm,Neutral,Yes_already,1,0,0,0,0,0,695,201-300,150-250,Single,Research_first,4,1,Interested,550.0,145.0,3,3,2,1,1,0
R1734,Eco Skeptic,25-34,Female,Tier3,25-50k,Couple,1,1,1,0,1,0,0,1,Amazon_Flipkart,401-700,550.0,356,1,0,1,1,1,1,1,1,2-5y,4,Yes_regularly,Conscious_buyer,0,0,1,0,0,0,5,11-20,2,1,0,0,0,0,1,1,0,0,1,0,I_influence,Friend_family,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Eco_store,Somewhat,No,0,0,0,0,0,0,220,151-200,251-350,Quarterly_bulk,No,1,0,Not_Interested,550.0,-330.0,1,1,1,3,0,0
R1735,Mindful Parent,55+,Female,Tier3,25-50k,Single,1,1,1,1,1,0,1,0,D2C,200-400,300.0,609,1,1,1,0,1,0,0,0,6m-2y,2,Yes_few,Core_identity,0,0,0,1,1,0,2,0,3,0,1,0,0,0,1,1,1,0,0,0,Family_use,Eco_store,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,Quick_comm,Very_imp,Yes_if_discount,0,1,0,0,1,0,437,100-150,150-250,Refill_system,Research_first,5,1,Interested,300.0,137.0,2,4,1,3,0,0
R1736,Price Pragmatist,35-44,Male,Tier3,50-100k,Family_large,0,1,0,1,1,1,0,1,Kirana,200-400,300.0,626,1,1,1,1,1,1,0,1,gt5y,2,No_considered,Not_priority,0,0,0,0,0,0,3,1-10,3,0,0,0,1,1,1,1,1,0,1,0,No_circle,Doctor_derm,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Eco_store,Somewhat,Try_first,0,0,0,0,0,0,508,lt100,150-250,Quarterly_bulk,Research_first,1,0,Not_Interested,300.0,208.0,0,2,1,5,0,0
R1737,Eco Skeptic,55+,Male,Tier1,gt200k,Family_large,1,0,0,1,0,1,1,1,Modern_trade,200-400,300.0,1536,0,1,0,0,1,1,1,1,No_fixed,3,No_considered,Curious,0,1,0,0,1,1,5,11-20,3,0,0,0,1,1,1,1,0,1,1,0,Friends_rec,Free_sample,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,Eco_store,Somewhat,No,0,0,0,1,0,0,1994,100-150,251-350,Refill_system,Research_first,4,1,Neutral,300.0,1694.0,3,1,4,5,0,0
R1738,Mindful Parent,35-44,Male,Tier1,100-200k,Family_small,1,1,1,1,0,1,1,0,Amazon_Flipkart,401-700,550.0,1135,0,1,1,0,0,0,0,0,6m-2y,4,Yes_regularly,Occasional,0,1,0,1,1,1,5,11-20,4,0,1,0,0,0,0,1,1,1,0,0,Friends_rec,Friend_family,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Amazon,Intl_std,Yes_if_discount,1,1,1,1,1,0,1387,100-150,150-250,Quarterly_bulk,Research_first,3,0,Neutral,550.0,837.0,4,4,1,3,0,0
R1739,Eco Skeptic,35-44,Male,Metro,lt25k,Family_large,1,1,1,1,1,1,0,1,Kirana,701-1200,950.0,196,0,0,1,1,1,0,0,0,2-5y,3,Yes_few,Occasional,0,0,0,1,1,0,5,1-10,3,0,0,0,1,1,1,0,0,0,1,0,I_influence,Friend_family,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,Amazon,Somewhat,No,0,0,0,0,0,0,213,201-300,lt150,Single,Research_first,1,0,Not_Interested,950.0,-737.0,2,3,2,3,0,0
R1740,Eco Skeptic,35-44,Male,Tier2,100-200k,Family_small,1,1,0,1,0,1,0,1,Modern_trade,701-1200,950.0,776,0,1,0,0,1,0,1,1,6m-2y,2,Yes_regularly,Curious,0,1,1,0,1,1,2,11-20,5,0,0,0,1,1,1,1,1,0,0,1,Family_use,Article_news,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Brand_website,Somewhat,Yes_already,0,0,0,1,0,1,1185,151-200,251-350,Single,No,2,0,Not_Interested,950.0,235.0,4,0,2,5,0,0
R1741,Price Pragmatist,18-24,Female,Tier3,lt25k,Couple,1,0,1,1,1,1,1,1,Kirana,lt200,150.0,18,1,0,1,1,1,1,1,0,2-5y,3,No_not_priority,Curious,0,0,1,0,0,0,4,1-10,4,0,0,0,1,1,0,1,0,0,0,0,Unsure,Eco_store,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,Supermarket,Somewhat,Yes_already,0,0,0,0,0,1,200,151-200,251-350,Quarterly_bulk,Unlikely,2,0,Not_Interested,150.0,50.0,1,2,5,2,0,0
R1742,Urban Renter,18-24,Female,Metro,50-100k,Single,1,0,1,0,1,1,0,0,D2C,gt1200,1400.0,778,1,1,1,1,1,0,0,1,6m-2y,4,Yes_few,Conscious_buyer,1,0,0,0,0,0,3,1-10,3,0,0,0,1,1,0,0,1,0,0,0,Family_use,Influencer,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,Quick_comm,Somewhat,Yes_if_discount,1,0,0,0,0,0,810,151-200,lt150,Refill_system,Wishlist,5,1,Interested,1400.0,-590.0,1,4,2,2,0,0
R1743,Urban Renter,25-34,Female,Tier2,25-50k,Family_small,1,0,1,0,1,1,1,0,Kirana,401-700,550.0,449,1,0,1,0,1,0,0,0,2-5y,5,Yes_regularly,Conscious_buyer,0,1,1,1,0,0,3,11-20,3,0,0,0,1,1,1,0,1,0,0,0,Unsure,Marketplace_browse,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Brand_website,Very_imp,Yes_if_discount,1,1,0,0,0,0,620,201-300,150-250,Monthly_sub,Wishlist,5,1,Interested,550.0,70.0,3,4,0,3,0,0
R1744,Eco Warrior,18-24,Male,Tier2,gt200k,Couple,1,1,1,1,1,1,0,0,Quick_commerce,401-700,550.0,1605,1,1,1,0,0,0,0,1,2-5y,5,Yes_regularly,Core_identity,1,1,1,0,0,1,4,11-20,5,0,0,0,1,0,1,1,0,1,0,0,I_influence,Free_sample,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Quick_comm,Somewhat,Yes_if_discount,0,0,1,0,0,0,3000,201-300,351-500,Monthly_sub,Research_first,4,1,Interested,550.0,2450.0,4,5,0,3,0,0
R1745,Eco Skeptic,35-44,Male,Tier2,100-200k,Family_large,1,0,1,1,1,1,0,0,D2C,gt1200,1400.0,845,1,1,1,1,1,0,1,1,gt5y,4,Yes_few,Occasional,0,0,0,1,1,1,5,1-10,4,1,0,0,0,1,1,1,0,0,1,1,I_influence,Friend_family,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Brand_website,Somewhat,Try_first,0,1,0,1,1,1,688,lt100,150-250,Quarterly_bulk,Research_first,4,1,Interested,1400.0,-712.0,3,2,1,5,0,0
R1746,Eco Skeptic,35-44,Male,Tier1,100-200k,Family_large,1,0,0,0,0,1,1,0,D2C,401-700,550.0,1037,0,0,1,1,1,1,1,0,gt5y,5,No_considered,Occasional,0,0,0,0,1,0,4,0,3,1,0,0,0,0,1,0,0,1,1,0,Friends_rec,Friend_family,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Nykaa,Neutral,Try_first,0,0,0,0,0,0,1565,100-150,150-250,Refill_system,Research_first,1,0,Not_Interested,550.0,1015.0,1,0,2,3,0,0
R1747,Eco Warrior,35-44,Female,Tier1,gt200k,Single,1,1,1,0,0,1,1,1,Amazon_Flipkart,gt1200,1400.0,2278,1,0,1,1,1,0,1,0,gt5y,5,Yes_regularly,Conscious_buyer,1,0,0,1,0,1,1,11-20,5,0,0,0,1,0,1,0,0,0,0,1,I_influence,Article_news,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,Amazon,Very_imp,Yes_already,0,1,1,1,1,0,2616,100-150,gt500,Monthly_sub,Wishlist,5,1,Interested,1400.0,1216.0,3,6,0,2,0,0
R1748,Mindful Parent,25-34,Female,Tier1,50-100k,Joint,1,1,1,0,1,1,1,0,Amazon_Flipkart,401-700,550.0,814,1,0,0,1,1,1,0,1,lt6m,4,No_considered,Conscious_buyer,0,0,1,0,0,0,2,1-10,4,0,0,0,1,0,1,0,1,0,0,1,Family_use,Marketplace_browse,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,Eco_store,Neutral,Yes_already,0,1,1,1,0,0,779,151-200,lt150,Monthly_sub,Wishlist,2,0,Not_Interested,550.0,229.0,1,3,1,3,0,0
R1749,Urban Renter,25-34,Male,Tier3,50-100k,Single,1,0,1,1,1,1,1,0,D2C,701-1200,950.0,1151,1,1,0,1,0,1,0,0,2-5y,5,No_considered,Occasional,0,1,1,1,1,0,4,1-10,4,0,0,0,1,0,0,1,0,0,1,1,Friends_rec,Influencer,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,Quick_comm,Neutral,Try_first,1,0,1,0,0,0,605,100-150,150-250,Monthly_sub,Wishlist,4,1,Interested,950.0,-345.0,4,5,2,3,0,0
R1750,Mindful Parent,35-44,Male,Metro,50-100k,Family_small,1,1,1,0,1,1,1,1,Kirana,200-400,300.0,647,1,0,1,0,1,1,0,0,2-5y,3,No_considered,Not_priority,1,0,1,0,1,0,3,11-20,3,0,0,0,1,0,1,0,1,0,0,0,Family_use,Free_sample,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,Supermarket,Neutral,Try_first,0,0,0,1,0,0,487,151-200,150-250,Monthly_sub,Unlikely,2,0,Not_Interested,300.0,187.0,3,4,0,2,0,0
R1751,Urban Renter,18-24,Male,Metro,25-50k,Joint,1,1,1,1,1,1,1,1,Quick_commerce,401-700,550.0,403,1,0,0,0,0,1,1,0,No_fixed,3,No_not_priority,Not_priority,1,0,0,1,0,0,5,1-10,3,0,0,0,1,0,0,0,0,0,1,0,No_circle,Marketplace_browse,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,Quick_comm,Neutral,Try_first,0,0,0,0,1,0,651,100-150,251-350,Single,Wishlist,2,0,Not_Interested,550.0,101.0,2,4,1,1,0,0
R1752,Mindful Parent,35-44,Female,Tier3,100-200k,Family_large,1,0,1,1,1,1,0,1,D2C,,,725,1,1,0,1,0,1,0,1,gt5y,3,Yes_few,Conscious_buyer,1,0,0,0,0,0,4,0,5,0,0,0,1,0,1,0,0,0,0,1,No_circle,Friend_family,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Amazon,Not_imp,Yes_if_discount,1,1,1,0,1,0,1200,151-200,gt500,Monthly_sub,Order_now,5,1,Interested,,650.0,1,5,0,2,0,0
R1753,Eco Warrior,35-44,Male,Metro,50-100k,Single,1,1,0,1,1,1,1,1,Kirana,701-1200,950.0,1233,1,0,0,0,0,1,0,1,6m-2y,5,Yes_few,Core_identity,0,1,1,1,0,1,2,21-30,4,0,1,0,0,1,1,0,0,1,1,0,No_circle,Article_news,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Nykaa,Very_imp,Yes_if_discount,1,0,1,1,0,0,1098,201-300,251-350,Monthly_sub,Wishlist,5,1,Interested,950.0,148.0,4,6,1,4,0,0
R1754,Mindful Parent,25-34,Female,Tier3,25-50k,Family_small,1,0,1,1,1,1,0,1,Modern_trade,401-700,550.0,618,0,0,1,0,1,1,0,0,gt5y,5,Yes_few,Conscious_buyer,0,1,0,0,0,0,2,11-20,5,0,0,0,1,0,1,0,0,1,0,0,No_circle,Friend_family,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,Eco_store,Somewhat,No,1,1,1,1,0,0,723,201-300,150-250,Quarterly_bulk,Research_first,4,1,Interested,550.0,173.0,1,4,1,2,0,0
R1755,Price Pragmatist,55+,Male,Tier3,25-50k,Couple,1,0,0,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,194,0,0,1,0,1,0,1,1,gt5y,5,No_not_priority,Occasional,1,1,1,0,1,0,3,0,4,0,0,0,1,0,1,0,1,1,0,1,No_circle,Marketplace_browse,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,Nykaa,Intl_std,No,0,0,0,0,1,1,427,151-200,150-250,Quarterly_bulk,Research_first,3,0,Neutral,300.0,127.0,4,0,3,4,1,0
R1756,Price Pragmatist,55+,Male,Tier3,25-50k,Joint,1,1,0,1,1,1,0,1,Kirana,200-400,300.0,210,0,0,0,1,0,1,1,0,gt5y,5,No_considered,Not_priority,0,0,1,1,0,1,2,0,1,0,0,0,1,0,1,1,0,0,1,1,Friends_rec,Marketplace_browse,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Amazon,Very_imp,No,0,0,0,1,0,0,374,100-150,lt150,Monthly_sub,Research_first,3,0,Neutral,300.0,74.0,3,0,2,4,0,0
R1757,Price Pragmatist,18-24,Male,Tier2,100-200k,Couple,1,0,1,0,1,1,1,1,Kirana,701-1200,950.0,703,1,0,0,1,1,0,1,1,2-5y,3,No_not_priority,Not_priority,0,0,0,0,0,0,5,0,5,0,0,0,1,1,0,1,0,1,1,0,No_circle,Marketplace_browse,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,Nykaa,Somewhat,No,0,0,1,0,0,0,1289,201-300,150-250,Single,Unlikely,1,0,Not_Interested,950.0,339.0,0,1,2,4,1,0
